Family,Clade,ScientificName,Taxon,LatitudeDecimal,LongitudeDecimal,ReferenceAcc,Localities,GrowthForm,Trait,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.257671,21.383143,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.257399,21.482262,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.234265,21.602113,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.229552,21.185092,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.227459,21.538075,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.217547,21.564077,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.213779,21.653962,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.212589,21.576254,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.210787,21.673512,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.205572,21.530773,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.204753,21.5873,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.203126,21.411365,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.201111,21.510021,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.200093,21.146619,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.188627,21.44647,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.176577,21.390261,<500m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-34.172636,21.217453,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-33.58833,18.707496,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron galpinii E.Phillips & Hutch. ,LeucaGalpi,-33.274635,20.956753,501-2000m,23,TS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.712485,19.620732,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.531865,20.404795,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.425666,19.645655,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.386428,18.830058,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.34619,18.47494,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.328828,18.993814,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.32452,18.978521,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.260268,18.860412,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.228715,19.024525,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.216745,19.154167,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.214202,19.1651,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.189299,18.420195,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-34.007064,18.461449,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-33.971152,19.506061,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-33.969877,19.506272,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-33.969646,19.503735,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-33.955674,19.557336,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-33.954208,18.439265,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-33.92907,19.162014,<500m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron laureolum (Lam.) Fourc. ,LeucaLaure,-33.918896,18.406228,501-2000m,20,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.822366,20.010323,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.771594,19.88924,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.764629,19.856252,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.760551,19.833386,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.759928,19.833733,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.759735,19.834781,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.750168,19.693752,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.747714,19.978751,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.741556,19.672744,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.732294,19.786398,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.731411,19.880514,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.706443,20.104098,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.686469,19.762944,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.678171,19.569227,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.671856,19.530275,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.671089,19.525199,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.666781,19.530688,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.660392,19.546074,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.605584,19.40997,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.532594,19.90776,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.517028,20.369122,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.514526,20.246603,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.484101,20.089148,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.464532,20.867924,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.461345,20.344676,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.433827,20.735349,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.431263,20.730459,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.422811,20.721161,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.402014,19.29257,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.392177,19.129697,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.378105,19.140438,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.361288,19.12927,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.345258,19.022549,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.326248,19.046291,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.229552,21.185092,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.151302,19.953914,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.065927,18.755954,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.063979,18.775581,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.043252,18.749257,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.041185,18.756726,<500m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-34.034502,18.739304,501-2000m,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron linifolium (Jacq.) R.Br. ,LeucaLinif,-33.807455,19.994963,GPS,42,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.822366,20.010323,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.816635,20.003074,GPS,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.813686,20.030123,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.660392,19.546074,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.638669,20.19602,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.600229,20.235333,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.593071,19.977629,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.561704,19.989469,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.531865,20.404795,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.490538,20.430346,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.461345,20.344676,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.448527,20.669162,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.431263,20.730459,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.414223,20.674806,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.413962,20.679129,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.394413,21.729392,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.356869,21.040527,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.354011,21.405494,501-2000m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.341096,21.411353,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.270314,21.225808,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron meridianum I.Williams ,LeucaMerid,-34.201111,21.510021,<500m,21,MS,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-33.492343,19.423829,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-33.24578,19.505782,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-33.243953,19.407205,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-33.087282,19.316331,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-33.045954,19.462274,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.977457,19.438035,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.869952,19.632371,GPS,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.846677,19.4609,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.840716,19.456446,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.65001,19.29472,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.606673,19.279394,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.601473,19.184357,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.51353,19.1836,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.512879,19.18184,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.512545,19.17608,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.498954,19.170036,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.473168,19.158566,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.463788,19.195179,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.450095,19.168281,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.441778,19.233853,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.438291,19.225022,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.431865,19.199595,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.420178,19.168463,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.413221,19.174003,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.412098,19.205049,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.393872,19.175516,501-2000m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.354075,19.160665,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron nitidum H.Buek ex Meisn. ,LeucaNitid,-32.354035,19.160947,<500m,28,MS,OR,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.982469,18.975372,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.977398,18.949222,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.971152,19.506061,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.969646,19.503735,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.9672,18.949292,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.959388,21.796962,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.935454,18.924035,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.924148,18.792122,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.918625,18.404395,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.915697,19.146433,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.91462,18.782753,GPS,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.909177,21.045108,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.865417,18.982372,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.831084,19.055064,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.819909,19.058356,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.815068,19.06115,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.718256,18.93408,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.691685,22.672416,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.679983,21.433881,GPS,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.635952,20.148141,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.578279,19.647476,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.570711,24.262194,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.565568,20.949326,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.547442,20.981806,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.544151,23.981003,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.522858,19.210408,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.50974,20.62027,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.505198,20.739675,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.495465,23.654929,GPS,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.448113,23.467273,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.444878,23.467138,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.421941,19.278024,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.398156,21.367874,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.361805,22.059948,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.35388,19.10835,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.320385,21.281591,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.312202,22.045859,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.285987,19.146414,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.253587,20.528114,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.245381,19.505602,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.223402,19.322451,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-33.218266,20.111756,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-32.813187,19.215189,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-32.630938,19.150896,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-32.538955,19.266601,GPS,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-32.473168,19.158566,501-2000m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-32.41057,19.101579,<500m,57,TS ,OS,,,,,,,,,,
Proteaceae,Leucadendron,Leucadendron rubrum Burm.f. ,LeucaRubru,-32.401061,19.100625,501-2000m,57,TS ,OS,,,,,,,,,,
