Family,Clade,ScientificName,Taxon,LatitudeDecimal,LongitudeDecimal,ReferenceAcc,Localities,GrowthForm,Trait,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.201954,18.373754,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.148122,19.033908,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.14652,18.93201,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.146062,19.91318,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.14428,18.930589,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.115059,18.456543,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.112303,18.439743,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.086139,18.425738,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.080132,18.549237,GPS,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.075408,18.381027,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.065793,18.385802,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.048426,18.448144,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.024557,18.396764,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.011053,19.013498,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-34.007064,18.461449,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.997642,18.985978,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.996507,18.48418,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.993086,18.474662,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.992793,22.846598,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.988333,18.977909,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.984189,18.977823,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.979633,18.976948,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.97189,18.394702,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.971704,18.984661,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.968416,18.411066,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.968113,19.111668,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.952445,19.58288,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.951134,18.384061,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.933202,18.72884,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.931998,19.34186,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.897332,18.768548,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.887964,22.024468,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.886297,22.398798,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.858697,22.642102,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.803495,18.865519,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.765468,20.120567,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.665468,19.238474,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.657916,21.502644,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.647075,21.497636,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.639947,18.894545,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.639466,19.37296,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.589666,19.280433,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.570544,18.631307,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.555803,18.553809,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.54097,18.476089,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.531667,19.195656,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.516078,19.189896,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.506355,19.193691,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.502778,18.5363,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.389174,19.287626,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.339001,19.333394,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.298318,19.328274,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.292357,18.356735,GPS,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.175123,18.934053,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-33.138742,19.021961,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-32.813187,19.215189,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-32.763286,18.665872,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-32.623433,18.95278,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-32.576133,18.941831,<500m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-32.319631,18.883112,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bicorne (L.) Thunb. ,SatyrBicor,-32.200974,19.091685,501-2000m,67,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.413592,19.765396,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.390501,19.311357,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.369669,21.239158,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.360345,18.960306,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.208754,18.397814,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.202707,19.149803,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.158325,18.329941,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.14938,18.929093,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.112502,18.439825,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.100474,18.426048,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.084134,18.414939,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.078445,24.281468,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.057803,24.192243,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.051925,21.239631,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.048426,18.448144,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.03396,18.372046,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.024557,18.396764,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.007329,18.461279,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.007064,18.461449,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-34.005022,18.405037,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.996899,19.028519,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.996507,18.48418,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.994214,20.210216,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.993086,18.474662,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.992612,18.467124,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.986241,18.97164,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.985292,18.4195,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.983588,18.424769,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.981306,18.420959,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.979912,18.405627,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.979633,18.976948,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.976871,18.949379,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.974067,18.38545,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.972658,18.427037,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.968416,18.411066,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.966719,18.395042,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.961314,23.8775,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.957079,18.432865,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.95518,21.226118,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.953926,18.43943,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.953674,18.440073,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.953459,18.392986,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.91484,19.159332,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.87485,18.819828,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.762283,18.652139,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.754313,19.067849,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.589666,19.280433,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.566912,19.25577,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.54097,18.476089,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.364619,19.276308,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-33.347094,19.109204,<500m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-32.638858,19.127926,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium bracteatum (L.f.) Thunb. ,SatyrBract,-32.627136,19.142968,501-2000m,53,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.764479,19.871806,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.672298,20.230302,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.660733,19.546493,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.603703,19.390624,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.599675,20.290026,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.561275,19.352875,<500m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.510892,20.073797,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.506057,20.254596,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.485442,20.416446,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.458046,19.532484,GPS,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.411754,20.592002,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.378591,21.655822,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.369669,21.239158,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.365607,18.898875,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.359813,18.889906,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.356869,21.040527,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.352985,18.954262,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.344435,18.933171,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.32937,21.411714,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.14214,18.411303,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.139123,18.411514,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.138407,18.411837,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.099618,18.43101,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.058472,18.465876,<500m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.040159,18.324407,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-34.023638,18.332405,<500m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium carneum (Dryand.) Sims ,SatyrCarne,-33.963748,18.705128,501-2000m,27,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.755826,20.028606,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.69864,19.700229,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.69694,19.703426,<500m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.696275,19.719272,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.485442,20.416446,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.39776,19.789031,<500m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.365607,18.898875,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.359813,18.889906,GPS,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.352985,18.954262,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.350885,18.912921,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.336135,19.063387,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.323223,18.968721,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.317657,18.990725,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.306723,18.990579,<500m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.301079,21.463935,<500m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.210485,19.337004,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.197802,19.018721,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.194402,21.803126,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.171086,19.12662,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.164121,19.147137,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.14938,18.929093,<500m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.148122,19.033908,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.118162,18.936266,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.100465,23.377573,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.100387,18.459228,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.080132,18.549237,GPS,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.072234,23.097268,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.065671,18.971583,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.058177,18.465624,501-2000m,60,"PH,GEO",OR,,,,,,,,,,
Orchidaceae,Satyrium,Satyrium coriifolium Sw. ,SatyrCorii,-34.05499,22.239496,<500m,60,"PH,GEO",OR,,,,,,,,,,
