"","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc","Longitude.Decimal.1","Latitude.Decimal.1"
"8848",9009538,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.86,22.02,"",22.02,-33.86
"8851",9009585,"2487","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.78,19.09,"",19.09,-33.78
"8853",9009543,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.72,19.07,"",19.07,-33.72
"8855",9009544,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.68,19.16,"",19.16,-33.68
"8856",9009545,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.67,21.54,"",21.54,-33.67
"8857",9009546,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.65,21.5,"",21.5,-33.65
"8858",9009590,"2463","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.62,19.1,"",19.1,-33.62
"8860",9009548,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.57,19.42,"",19.42,-33.57
"8861",9009593,"2490","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.56,19.39,"A",19.39,-33.56
"8862",9009592,"2477","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.56,19.43,"",19.43,-33.56
"8863",9009594,"2473","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.54,19.4,"A",19.4,-33.54
"8865",9009549,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.45,19.43,"",19.43,-33.45
"8866",9009550,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.45,21.26,"",21.26,-33.45
"8867",9009598,"2489","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.43,19.31,"",19.31,-33.43
"8870",9009552,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.35,22.01,"",22.01,-33.35
"8871",9009554,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-33.1,19.13,"",19.13,-33.1
"8873",9009556,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-32.97,19.13,"",19.13,-32.97
"8875",9009601,"2488","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-32.7,19.17,"",19.17,-32.7
"8876",9009603,"2491","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-32.61,19.16,"",19.16,-32.61
"8877",9009558,"","NBG","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-32.48,19.15,"",19.15,-32.48
"8878",9009604,"2444","Bolus","","Asteraceae","Stoebe","Stoebe spiralis Less.","StoebSpira",-32.41,19.07,"",19.07,-32.41
"8880",9009633,"29-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.41,20.68,"A",20.68,-34.41
"8883",9009638,"34-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.38,20.53,"A",20.53,-34.38
"8884",9009770,"166-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.38,20.56,"A",20.56,-34.38
"8885",9009639,"35-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.37,20.54,"A",20.54,-34.37
"8888",9009644,"40-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.33,18.9,"A",18.9,-34.33
"8889",9009645,"41-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.33,18.91,"A",18.91,-34.33
"8890",9009648,"44-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.33,18.96,"B",18.96,-34.33
"8899",9009773,"169-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.15,19.14,"A",19.14,-34.15
"8902",9009679,"75-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.02,19.55,"A",19.55,-34.02
"8903",9009682,"78-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34.01,19.03,"A",19.03,-34.01
"8906",9009693,"89-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-34,19.01,"B",19.01,-34
"8908",9009699,"95-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.99,18.98,"B",18.98,-33.99
"8912",9009703,"99-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.98,18.99,"A",18.99,-33.98
"8914",9009711,"107-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.97,21.19,"B",21.19,-33.97
"8916",9009719,"115-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.96,19.51,"A",19.51,-33.96
"8920",9009726,"122-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.94,20.71,"B",20.71,-33.94
"8923",9009731,"127-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.89,20.92,"B",20.92,-33.89
"8924",9009732,"128-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.89,20.93,"B",20.93,-33.89
"8927",9009740,"136-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.81,19.06,"B",19.06,-33.81
"8928",9009741,"137-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.8,23.66,"B",23.66,-33.8
"8930",9009751,"147-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.71,24.24,"B",24.24,-33.71
"8931",9009754,"150-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.64,21.49,"A",21.49,-33.64
"8932",9009755,"151-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.64,21.5,"A",21.5,-33.64
"8933",9009763,"159-Jasper","","","Cyperaceae","Tetraria","Tetraria bromoides","TetraBromo",-33.52,23.73,"A",23.73,-33.52
"8945",9009908,"307-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-34.23,18.96,"B",18.96,-34.23
"8949",9009821,"218-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-34.15,19.14,"B",19.14,-34.15
"8951",9009916,"315-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-34.09,18.41,"B",18.41,-34.09
"8954",9009828,"227-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-34.03,19.54,"A",19.54,-34.03
"8958",9009840,"239-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-34,19.01,"B",19.01,-34
"8959",9009841,"240-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-34,20.45,"A",20.45,-34
"8961",9009844,"243-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.99,18.97,"A",18.97,-33.99
"8962",9009845,"244-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.99,18.98,"B",18.98,-33.99
"8963",9009847,"246-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.99,21.23,"A",21.23,-33.99
"8966",9009861,"260-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.96,18.4,"A",18.4,-33.96
"8971",9009872,"271-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.89,22.4,"A",22.4,-33.89
"8972",9009877,"276-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.88,22.43,"B",22.43,-33.88
"8973",9009879,"278-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.87,22.03,"A",22.03,-33.87
"8974",9009882,"281-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.86,21.96,"B",21.96,-33.86
"8976",9009886,"285-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.76,23.16,"B",23.16,-33.76
"8977",9009888,"287-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.69,24,"B",24,-33.69
"8978",9009891,"290-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.68,24.8,"A",24.8,-33.68
"8979",9009896,"295-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.62,19.1,"B",19.1,-33.62
"8980",9009903,"302-Jasper","","","Cyperaceae","Tetraria","Tetraria capillacea ","TetraCapil",-33.1,19.07,"B",19.07,-33.1
"9025",9010021,"444-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-34.2,19.17,"A",19.17,-34.2
"9028",9010030,"453-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-34.15,19.14,"B",19.14,-34.15
"9029",9010032,"455-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-34.11,19.05,"A",19.05,-34.11
"9031",9010039,"462-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-34.02,19,"B",19,-34.02
"9032",9010042,"465-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-34.01,18.97,"B",18.97,-34.01
"9033",9010046,"469-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.99,19.4,"A",19.4,-33.99
"9035",9010053,"476-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.96,20.46,"B",20.46,-33.96
"9036",9010055,"478-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.96,20.48,"B",20.48,-33.96
"9037",9010058,"481-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.89,22.05,"B",22.05,-33.89
"9038",9010060,"483-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.89,23.96,"B",23.96,-33.89
"9039",9010066,"489-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.88,22.04,"B",22.04,-33.88
"9041",9010074,"497-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.77,19.08,"B",19.08,-33.77
"9042",9010086,"509-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.71,19.14,"B",19.14,-33.71
"9043",9010087,"510-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.71,19.15,"A",19.15,-33.71
"9044",9010088,"511-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.7,19.14,"A",19.14,-33.7
"9045",9010079,"502-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.69,19.1,"A",19.1,-33.69
"9046",9010090,"513-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.67,19.1,"B",19.1,-33.67
"9047",9010093,"516-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.66,19.15,"B",19.15,-33.66
"9048",9010095,"518-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.62,19.1,"B",19.1,-33.62
"9049",9010082,"505-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.59,19.11,"A",19.11,-33.59
"9050",9010096,"519-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.46,19.31,"B",19.31,-33.46
"9051",9010084,"507-Jasper","","","Cyperaceae","Tetraria","Tetraria fasciata","TetraFasci",-33.1,19.07,"B",19.07,-33.1
"9063",9010128,"552-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.41,20.58,"B",20.58,-34.41
"9064",9010129,"553-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.4,20.55,"A",20.55,-34.4
"9065",9010131,"555-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.38,20.56,"B",20.56,-34.38
"9067",9010137,"561-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.32,18.96,"A",18.96,-34.32
"9071",9010148,"572-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.26,18.91,"B",18.91,-34.26
"9076",9010159,"583-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.15,19.14,"A",19.14,-34.15
"9079",9010207,"631-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.06,19.85,"A",19.85,-34.06
"9080",9010209,"633-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.04,18.98,"A",18.98,-34.04
"9081",9010212,"636-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-34.02,19.03,"A",19.03,-34.02
"9084",9010172,"596-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.99,18.98,"B",18.98,-33.99
"9087",9010175,"599-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.98,18.99,"A",18.99,-33.98
"9088",9010214,"638-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.93,19,"A",19,-33.93
"9089",9010186,"610-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.9,20.9,"A",20.9,-33.9
"9090",9010187,"611-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.9,20.92,"A",20.92,-33.9
"9091",9010189,"613-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.89,23.96,"B",23.96,-33.89
"9092",9010192,"616-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.88,22.03,"A",22.03,-33.88
"9094",9010215,"639-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.82,19.15,"B",19.15,-33.82
"9095",9010216,"640-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.82,19.16,"B",19.16,-33.82
"9096",9010195,"619-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.81,19.03,"A",19.03,-33.81
"9097",9010197,"621-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.71,19.18,"B",19.18,-33.71
"9098",9010199,"623-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.68,21.45,"A",21.45,-33.68
"9099",9010200,"624-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.67,21.44,"B",21.44,-33.67
"9100",9010218,"642-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.66,19.15,"A",19.15,-33.66
"9101",9010203,"627-Jasper","","","Cyperaceae","Tetraria","Tetraria fimbriolata","TetraFimbr",-33.62,25.17,"A",25.17,-33.62
"9109",9010235,"659-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.34,18.87,"A",18.87,-34.34
"9111",9010238,"662-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.33,18.96,"B",18.96,-34.33
"9114",9010251,"675-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.3,19.016667,"A",19.016667,-34.3
"9115",9010253,"677-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.29,18.95,"A",18.95,-34.29
"9116",9010254,"678-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.283333,19.033333,"A",19.033333,-34.283333
"9117",9010255,"679-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.28,19.04,"A",19.04,-34.28
"9121",9010269,"693-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.2,19.17,"A",19.17,-34.2
"9125",9010279,"703-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.15,19.14,"B",19.14,-34.15
"9127",9010289,"713-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.05,18.99,"A",18.99,-34.05
"9128",9010290,"714-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.05,19,"B",19,-34.05
"9129",9010292,"716-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.05,19.06,"B",19.06,-34.05
"9130",9010293,"717-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-34.04,18.99,"A",18.99,-34.04
"9136",9010312,"736-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.97,18.41,"A",18.41,-33.97
"9137",9010313,"737-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.97,18.97,"B",18.97,-33.97
"9140",9010326,"750-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.92,22.51,"B",22.51,-33.92
"9141",9010327,"751-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.9,20.86,"B",20.86,-33.9
"9142",9010351,"775-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.87,20.87,"B",20.87,-33.87
"9145",9010334,"758-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.81,19.06,"B",19.06,-33.81
"9146",9010337,"761-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.69,19.1,"A",19.1,-33.69
"9147",9010338,"762-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.64,19.13,"B",19.13,-33.64
"9148",9010339,"763-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.62,19.14,"A",19.14,-33.62
"9150",9010344,"768-Jasper","","","Cyperaceae","Tetraria","Tetraria flexuosa","TetraFlexu",-33.04,19.14,"A",19.14,-33.04
"9163",9010410,"834-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.99,20.45,"A",20.45,-33.99
"9164",9010412,"836-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.98,18.42,"B",18.42,-33.98
"9166",9010422,"846-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.97,19.51,"B",19.51,-33.97
"9167",9010424,"848-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.96,19.52,"A",19.52,-33.96
"9168",9010427,"851-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.96,21.25,"B",21.25,-33.96
"9172",9010434,"858-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.89,22.4,"A",22.4,-33.89
"9173",9010437,"861-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.88,22.03,"B",22.03,-33.88
"9174",9010444,"868-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.77,23.14,"A",23.14,-33.77
"9175",9010483,"907-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.7,19.12,"B",19.12,-33.7
"9176",9010450,"874-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.67,19.09,"B",19.09,-33.67
"9177",9010452,"876-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.66,19.15,"A",19.15,-33.66
"9178",9010453,"877-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.64,19.11,"B",19.11,-33.64
"9179",9010484,"908-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.64,19.13,"A",19.13,-33.64
"9180",9010454,"878-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.64,20.13,"A",20.13,-33.64
"9181",9010455,"879-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.64,20.15,"A",20.15,-33.64
"9182",9010486,"910-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.64,21.5,"A",21.5,-33.64
"9183",9010490,"914-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.62,22.92,"A",22.92,-33.62
"9184",9010456,"880-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.61,19.11,"A",19.11,-33.61
"9185",9010457,"881-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.61,19.12,"B",19.12,-33.61
"9186",9010458,"882-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.57,24.78,"A",24.78,-33.57
"9187",9010459,"883-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.56,19.42,"A",19.42,-33.56
"9188",9010491,"915-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.5,19.39,"B",19.39,-33.5
"9189",9010492,"916-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.47,19.32,"A",19.32,-33.47
"9190",9010461,"885-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.43,19.43,"B",19.43,-33.43
"9191",9010494,"918-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.42,21.21,"B",21.21,-33.42
"9192",9010462,"886-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.38,19.29,"B",19.29,-33.38
"9193",9010464,"888-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.36,22.07,"A",22.07,-33.36
"9194",9010465,"889-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.35,22.05,"A",22.05,-33.35
"9195",9010466,"890-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.34,22.04,"B",22.04,-33.34
"9196",9010467,"891-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.19,19.3,"A",19.3,-33.19
"9197",9010468,"892-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.15,19.13,"B",19.13,-33.15
"9198",9010469,"893-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-33.13,19.17,"B",19.17,-33.13
"9199",9010477,"901-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-32.416667,19.016667,"A",19.016667,-32.416667
"9200",9010478,"902-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-32.36,19.09,"A",19.09,-32.36
"9201",9010480,"904-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-32.29,19.13,"A",19.13,-32.29
"9202",9010481,"905-Jasper","","","Cyperaceae","Tetraria","Tetraria involucrata","TetraInvol",-32.24,19.09,"B",19.09,-32.24
"9365",9011423,"1876-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-34.2,19.17,"A",19.17,-34.2
"9366",9011376,"1829-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-34.15,19.14,"B",19.14,-34.15
"9368",9011381,"1834-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-34.01,19.01,"A",19.01,-34.01
"9369",9011431,"1884-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-34.01,19.72,"A",19.72,-34.01
"9372",9011437,"1890-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-34,19.01,"B",19.01,-34
"9373",9011382,"1835-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.97,18.4,"B",18.4,-33.97
"9374",9011383,"1836-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.97,18.41,"A",18.41,-33.97
"9375",9011386,"1839-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.97,18.42,"A",18.42,-33.97
"9376",9011392,"1845-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.92,20.86,"B",20.86,-33.92
"9377",9011374,"1827-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.798126,19.170853,"A",19.170853,-33.798126
"9378",9011393,"1846-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.57,24.79,"A",24.79,-33.57
"9379",9011398,"1851-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.37,19.65,"A",19.65,-33.37
"9380",9011399,"1852-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.37,19.66,"B",19.66,-33.37
"9381",9011402,"1855-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.34,22.04,"A",22.04,-33.34
"9382",9011405,"1858-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-33.2,19.59,"B",19.59,-33.2
"9383",9011414,"1867-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-32.47,19.13,"A",19.13,-32.47
"9384",9011415,"1868-Jasper","","","Cyperaceae","Tetraria","Tetraria triangularis yellow","TetraTriYo",-32.46,19.12,"A",19.12,-32.46
"9387",9011588,"2041-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-34.09,18.41,"B",18.41,-34.09
"9389",9011590,"2043-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-34.02,19.02,"B",19.02,-34.02
"9392",9011530,"1983-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.96,18.41,"B",18.41,-33.96
"9393",9011594,"2047-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.96,18.42,"A",18.42,-33.96
"9394",9011595,"2048-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.96,18.43,"A",18.43,-33.96
"9395",9011486,"1939-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.86,22.27,"B",22.27,-33.86
"9398",9011598,"2051-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.82,19.15,"B",19.15,-33.82
"9399",9011600,"2053-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.81,19.25,"B",19.25,-33.81
"9400",9011602,"2055-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.77,19.09,"B",19.09,-33.77
"9401",9011604,"2057-Jasper","","","Cyperaceae","Tetraria","Tetraria ustulata","TetraUstul",-33.75,19.19,"A",19.19,-33.75
