"","V.s.Barcoda","Precis.Barcode","Casherb","Casno","Family","Clade","Scientific.Name","Taxon","Latitude.Decimal","Longitude.Decimal","Reference.Acc","Longitude.Decimal.1","Latitude.Decimal.1"
"711",8005872,"PRE0070034-0","","","Restionaceae","Restio","Chondropetalum ebracteatum (Kunth) Pillans ","ChondEbrac",-33.876048,20.877174,"<500m",20.877174,-33.876048
"712",8005870,"PRE0070037-0","","","Restionaceae","Restio","Chondropetalum ebracteatum (Kunth) Pillans ","ChondEbrac",-33.692103,19.129635,"<500m",19.129635,-33.692103
"713",8005871,"PRE0070036-0","","","Restionaceae","Restio","Chondropetalum ebracteatum (Kunth) Pillans ","ChondEbrac",-33.601966,19.16961,"501-2000m",19.16961,-33.601966
"714",8005888,"NBG0168822-0","","","Restionaceae","Restio","Chondropetalum ebracteatum (Kunth) Pillans ","ChondEbrac",-33.240345,19.990012,"501-2000m",19.990012,-33.240345
"800",8004326,"NBG0182666-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-34.557072,19.561562,"501-2000m",19.561562,-34.557072
"802",8004325,"PRE0051629-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-34.50898,19.614462,"501-2000m",19.614462,-34.50898
"810",8004290,"SAM0053727-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-34.2225,18.41194444,"501-2000m",18.41194444,-34.2225
"814",8004318,"NBG0147148-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-34.021944,19.597665,"501-2000m",19.597665,-34.021944
"815",8004309,"PRE0812966-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-34.017703,19.028234,"501-2000m",19.028234,-34.017703
"816",8004304,"NBG0182674-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-34.011106,18.965418,"501-2000m",18.965418,-34.011106
"817",8004307,"NBG0182673-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-34.005684,19.029428,"<500m",19.029428,-34.005684
"820",8004286,"NBG0149666-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.978881,18.405724,"501-2000m",18.405724,-33.978881
"821",8004336,"NBG0057950-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.977696,20.45911,"<500m",20.45911,-33.977696
"822",8004315,"NBG0134886-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.975115,20.707413,"501-2000m",20.707413,-33.975115
"823",8004285,"NBG0153510-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.967958,18.411876,"501-2000m",18.411876,-33.967958
"824",8004294,"PRE0763074-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.958466,21.229767,"501-2000m",21.229767,-33.958466
"826",8004258,"NBG0197087-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.957909,21.167378,"501-2000m",21.167378,-33.957909
"827",8004331,"PRE0813648-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.956009,20.846245,"501-2000m",20.846245,-33.956009
"828",8004275,"PRE0812881-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.933052,22.449906,"501-2000m",22.449906,-33.933052
"829",8004287,"NBG0149855-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.927472,20.855644,"501-2000m",20.855644,-33.927472
"830",8004333,"NBG0095440-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.924852,23.118046,"<500m",23.118046,-33.924852
"831",8004248,"PRE0051628-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.900142,22.400625,"501-2000m",22.400625,-33.900142
"833",8004319,"SAM0056288-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.76211,19.081196,"501-2000m",19.081196,-33.76211
"834",8004281,"NBG0057953-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.655622,19.147923,"501-2000m",19.147923,-33.655622
"835",8004314,"NBG0149629-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.602487,19.120629,"<500m",19.120629,-33.602487
"836",8004262,"NBG0197074-0","","","Orchidaceae","Coryciinae","Corycium carnosum (Lindl.) Rolfe ","CorycCarno",-33.32777778,22.24305556,"GPS",22.24305556,-33.32777778
"990",9008304,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.41,20.67,"",20.67,-34.41
"995",9008313,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.37,20.58,"",20.58,-34.37
"1002",9008347,"884","Bolus","48313","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.33,19.28,"",19.28,-34.33
"1006",9008319,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.31,18.95,"",18.95,-34.31
"1010",9008322,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.26,18.99,"",18.99,-34.26
"1013",9008324,"","NBG","190722","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.23,19.15,"",19.15,-34.23
"1017",9008358,"863","Bolus","48317","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.11,19.05,"",19.05,-34.11
"1021",9008326,"","NBG","75893","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-34.03,19.92,"",19.92,-34.03
"1023",9008327,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.97,19.51,"",19.51,-33.97
"1025",9008371,"873","Bolus","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.91,19.15,"B",19.15,-33.91
"1026",9008329,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.91,20.68,"",20.68,-33.91
"1033",9008334,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.64,20.15,"",20.15,-33.64
"1034",9008375,"869","Bolus","48320","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.62,19.1,"",19.1,-33.62
"1035",9008335,"","NBG","94896","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.6,18.4,"",18.4,-33.6
"1036",9008376,"111069","Bolus","48319","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.57,19.57,"B",19.57,-33.57
"1037",9008377,"868","Bolus","48320","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.56,19.6,"",19.6,-33.56
"1038",9008378,"867","Bolus","48321","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.55,19.47,"B",19.47,-33.55
"1039",9008336,"","NBG","","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.54,18.36,"",18.36,-33.54
"1041",9008380,"897","Bolus","48340","Asteraceae","Stoebe","Disparago ericoides (P.J.Bergius) Gaertn.","DispaErico",-33.3,19.72,"",19.72,-33.3
"1146",9004885,"","SAM","22129","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-34.338604,19.224084,"501-2000m",19.224084,-34.338604
"1150",9004875,"","NBG","182461","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-34.313391,18.951412,"<500m",18.951412,-34.313391
"1151",9004902,"","PRE","50329","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-34.303451,21.234335,"501-2000m",21.234335,-34.303451
"1152",9004793,"","NBG","182409","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-34.231783,18.40793,"<500m",18.40793,-34.231783
"1155",9004879,"","NBG","182430","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-34.214387,19.170534,"501-2000m",19.170534,-34.214387
"1168",9004867,"","NBG","182420","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-34.039264,18.994754,"501-2000m",18.994754,-34.039264
"1169",9004818,"","PRE","812927","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-34.011053,19.013498,"501-2000m",19.013498,-34.011053
"1173",9004816,"","NBG","183284","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.991556,18.972522,"501-2000m",18.972522,-33.991556
"1175",9004780,"","NBG","182407","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.98908,18.978708,"501-2000m",18.978708,-33.98908
"1176",9004776,"","PRE","813180","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.982341,18.97522,"501-2000m",18.97522,-33.982341
"1177",9004840,"","NBG","58032","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.982143,20.474046,"<500m",20.474046,-33.982143
"1178",9004781,"","NBG","85693","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.982015,18.975467,"501-2000m",18.975467,-33.982015
"1179",9004844,"","NBG","182427","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.980374,20.830575,"501-2000m",20.830575,-33.980374
"1183",9004847,"","NBG","58034","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.967194,21.219441,"501-2000m",21.219441,-33.967194
"1187",9004763,"","NBG","58036","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.954158,18.439226,"501-2000m",18.439226,-33.954158
"1192",9004843,"","NBG","182434","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.931349,20.855125,"501-2000m",20.855125,-33.931349
"1193",9004822,"","NBG","201320","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.92812,18.91709,"GPS",18.91709,-33.92812
"1197",9004861,"","NBG","182437","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.902062,25.194262,"501-2000m",25.194262,-33.902062
"1199",9004832,"","NBG","196692","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.88333333,19.15833333,"GPS",19.15833333,-33.88333333
"1200",9004854,"","PRE","50334","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.720933,23.053505,"501-2000m",23.053505,-33.720933
"1202",9004836,"","NBG","182460","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-33.27344,20.534691,"501-2000m",20.534691,-33.27344
"1203",9004762,"","NBG","182418","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-31.778989,18.774587,"<500m",18.774587,-31.778989
"1204",9004800,"","NBG","148530","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-31.761344,18.7715,"501-2000m",18.7715,-31.761344
"1205",9004761,"","NBG","182408","Orchidaceae","Coryciinae","Disperis capensis (L.f.) Sw. var. capensis   ","DispeCapeC",-31.688688,18.798083,"<500m",18.798083,-31.688688
"1306",9005160,"","PRE","50388","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.954091,18.439193,"501-2000m",18.439193,-33.954091
"1307",9005153,"","NBG","182220","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.954024,18.444344,"<500m",18.444344,-33.954024
"1310",9005214,"","NBG","201013","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.923503,18.913432,"501-2000m",18.913432,-33.923503
"1318",9005166,"","NBG","149171","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.853615,18.588611,"<500m",18.588611,-33.853615
"1319",9005241,"","NBG","182217","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.810732,19.062544,"501-2000m",19.062544,-33.810732
"1320",9005240,"","PRE","812815","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.810668,19.062395,"501-2000m",19.062395,-33.810668
"1323",9005171,"","NBG","65785","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.745876,19.41155,"501-2000m",19.41155,-33.745876
"1327",9005207,"","NBG","182223","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.541479,18.508772,"<500m",18.508772,-33.541479
"1328",9005196,"","NBG","201030","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.531572,18.357467,"GPS",18.357467,-33.531572
"1330",9005197,"","NBG","58039","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.517166,18.346897,"<500m",18.346897,-33.517166
"1331",9005192,"","NBG","196716","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.487035,18.594333,"GPS",18.594333,-33.487035
"1332",9005187,"","NBG","58050","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.48333333,18.48333333,"501-2000m",18.48333333,-33.48333333
"1338",9005224,"","NBG","58043","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.156065,19.034388,"501-2000m",19.034388,-33.156065
"1340",9005245,"","SAM","91198","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-33.048426,19.448144,"501-2000m",19.448144,-33.048426
"1348",9005173,"","PRE","50375","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-32.135363,18.970714,"501-2000m",18.970714,-32.135363
"1349",9005174,"","NBG","159482","Orchidaceae","Coryciinae","Disperis villosa (L.f.) Sw.  ","DispeVillo",-32.134926,19.005722,"<500m",19.005722,-32.134926
"1416",8000818,"PRE0727084-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-34.416728,20.408387,"501-2000m",20.408387,-34.416728
"1438",8000817,"PRE0727083-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-34.326121,21.041752,"<500m",21.041752,-34.326121
"1444",8000749,"PRE0023593-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-34.279446,18.994395,"501-2000m",18.994395,-34.279446
"1457",8000739,"PRE0022625-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-34.147536,18.92885,"<500m",18.92885,-34.147536
"1476",8000098,"SAM0019367-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-34.030555,19.556175,"501-2000m",19.556175,-34.030555
"1479",8000713,"PRE0805038-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-34.009424,19.200659,"<500m",19.200659,-34.009424
"1482",8000529,"NBG0095985-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.997057,18.412285,"501-2000m",18.412285,-33.997057
"1486",8000566,"NBG0161028-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.991472,18.972981,"501-2000m",18.972981,-33.991472
"1493",8000432,"PRE0020937-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.972956,18.421176,"501-2000m",18.421176,-33.972956
"1497",8000446,"PRE0022289-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.958083,18.415919,"501-2000m",18.415919,-33.958083
"1499",8000722,"PRE0818846-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.956112,18.416881,"501-2000m",18.416881,-33.956112
"1500",8000509,"PRE0023583-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.955704,18.405726,"501-2000m",18.405726,-33.955704
"1501",8000111,"SAM0019364-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.954234,18.439663,"<500m",18.439663,-33.954234
"1503",8000530,"NBG0098106-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.952786,18.440412,"501-2000m",18.440412,-33.952786
"1517",8000689,"PRE0773785-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.926956,20.449387,"501-2000m",20.449387,-33.926956
"1520",8000693,"PRE0775118-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.918151,21.738859,"501-2000m",21.738859,-33.918151
"1523",8000874,"NBG0084379-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.915641,18.988038,"<500m",18.988038,-33.915641
"1524",8000128,"NBG0161143-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.909503,23.22325,"501-2000m",23.22325,-33.909503
"1526",8000678,"PRE0726999-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.906512,19.152617,"501-2000m",19.152617,-33.906512
"1528",8000940,"PRE0518544-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.890185,22.402077,"<500m",22.402077,-33.890185
"1529",8000584,"NBG0161101-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.865441,19.157809,"501-2000m",19.157809,-33.865441
"1530",8000681,"PRE0727472-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.858356,19.146923,"501-2000m",19.146923,-33.858356
"1532",8000471,"PRE0022345-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.845145,20.683625,"501-2000m",20.683625,-33.845145
"1533",8000679,"PRE0727022-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.828681,23.186249,"<500m",23.186249,-33.828681
"1541",8000609,"NBG0161160-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.760172,20.870292,"<500m",20.870292,-33.760172
"1544",8000116,"NBG0069730-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.730526,19.10295,"<500m",19.10295,-33.730526
"1545",8000880,"PRE0020914-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.72979,19.108568,"<500m",19.108568,-33.72979
"1547",8000712,"PRE0805018-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.695964,23.152258,"<500m",23.152258,-33.695964
"1548",8000544,"NBG0160957-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.694292,19.746442,"501-2000m",19.746442,-33.694292
"1550",8000677,"PRE0726928-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.689907,23.150803,"<500m",23.150803,-33.689907
"1555",8000654,"PRE0651670-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.650432,20.300251,"501-2000m",20.300251,-33.650432
"1560",8000623,"PRE0472219-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.618025,25.391589,"501-2000m",25.391589,-33.618025
"1561",8000115,"SAM0067665-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.616847,19.895746,"501-2000m",19.895746,-33.616847
"1562",8000533,"NBG0110738-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.612448,19.451454,"501-2000m",19.451454,-33.612448
"1563",8000637,"PRE0575090-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.606161,19.849545,"<500m",19.849545,-33.606161
"1567",8000641,"PRE0611292-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.601509,19.849657,"501-2000m",19.849657,-33.601509
"1571",8000718,"PRE0811815-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.57726,20.903444,"501-2000m",20.903444,-33.57726
"1573",8000721,"PRE0812098-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.560503,21.056604,"501-2000m",21.056604,-33.560503
"1574",8000543,"NBG0160956-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.55889,18.552412,"501-2000m",18.552412,-33.55889
"1575",8000686,"PRE0747457-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.558461,18.538824,"501-2000m",18.538824,-33.558461
"1579",8000441,"PRE0020971-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.544075,19.533948,"501-2000m",19.533948,-33.544075
"1583",8000633,"PRE0557991-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.515633,21.329553,"501-2000m",21.329553,-33.515633
"1584",8000596,"NBG0161124-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.511614,21.322557,"501-2000m",21.322557,-33.511614
"1585",8000487,"PRE0022589-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.493804,19.39502,"501-2000m",19.39502,-33.493804
"1586",8000865,"NBG0079457-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.48333333,18.48333333,"501-2000m",18.48333333,-33.48333333
"1588",8000488,"PRE0022590-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.480555,19.405552,"501-2000m",19.405552,-33.480555
"1589",8000575,"NBG0161046-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.47922,19.684088,"501-2000m",19.684088,-33.47922
"1590",8000607,"NBG0161155-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.478675,20.741519,"501-2000m",20.741519,-33.478675
"1593",8000600,"NBG0161135-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.472124,20.737908,"501-2000m",20.737908,-33.472124
"1596",8000486,"PRE0022588-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.462189,19.279446,"501-2000m",19.279446,-33.462189
"1598",8000462,"PRE0022321-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.451579,21.29329,"501-2000m",21.29329,-33.451579
"1600",8000634,"PRE0575067-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.439757,18.555179,"<500m",18.555179,-33.439757
"1610",8000434,"PRE0020939-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.377915,19.635311,"501-2000m",19.635311,-33.377915
"1611",8000514,"PRE0063737-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.375785,23.426567,"<500m",23.426567,-33.375785
"1614",8000696,"PRE0775175-0","","","Poaceae","Ehrharta","Ehrharta calycina Sm. ","EhrhaCalyc",-33.34887,22.046657,"501-2000m",22.046657,-33.34887
